78.453,81.158
-74.603,-51.479
-74.081,82.675
-44.3,-42.583
-89.737,91.501
18.533,92.978
-68.477,-67.42
67.681,94.119
-66.488,91.433
-2.9249,0.44012
60.056,99.866
-90.584,-15.648
-57.268,83.147
-20.432,58.441
-33.266,91.898
-54.079,31.148
-92.858,87.224
86.799,92.423
51.548,88.067
-98.833,48.626
-21.555,22.061
31.096,60.215
-65.763,-53.404
41.209,86.494
-93.633,52.653
-90.766,14.693
-80.574,58.516
-34.192,64.692
-55.308,38.966
-37.523,-36.58
16.905,90.044
-93.111,65.983
-41.908,-12.251
-23.688,-19.489
53.103,72.411
22.948,59.04
-62.625,98.238
-10.883,65.442
-50.21,41.873
-4.8429,50.937
-44.795,-20.185
19.888,35.941
31.02,60.105
-78.986,-67.478
-76.2,64.288
-0.32719,68.217
-29.099,91.949
-31.923,-13.986
-55.238,40.165
48.494,50.253
-48.981,51.577
-22.174,1.1914
-14.14,39.815
78.181,91.269
14.594,91.858
9.4431,69.944
-72.275,-44.731
-70.141,24.465
-48.498,17.672
68.143,92.694
-82.819,-49.144
0.099778,62.857
-51.295,4.3179
-81.967,85.853
-30.003,80.933
-60.681,76.878
-49.783,-12.202
23.209,56.345
-70.307,-5.3422
-29.668,23.963
-47.875,66.166
-10.869,17.053
9.9447,68.8
-60.759,83.439
-42.832,-39.23
-3.3411,51.44
-32.438,50.746
-23.911,59.697
13.564,97.498
-84.829,-68.19
-89.21,-52.624
6.1595,40.447
86.802,94.741
-74.019,94.461
-6.1219,72.02
-97.62,-19.623
-32.575,26.386
-67.564,97.047
11.895,58.857
-37.757,86.718
5.7066,44.069
-66.87,-3.1923
20.396,27.806
-47.406,77.527
-60.253,30.816
-20.927,37.843
-19.53,-9.8917
-83.236,31.771
-54.205,80.27
82.667,99.076
-69.524,30.633
-78.313,65.163
-92.777,7.6685
23.618,99.227
-84.365,13.429
-11.464,92.393
-78.669,49.221
32.503,92.38
-48.021,54.982
63.461,92.399
8.0408,73.739
-93.946,-83.113
-20.043,39.263
-88.194,60.014
-33.96,82.13
-63.631,-54.06
-77.21,-47.239
-72.786,-54.314
30.399,73.858
-44.914,9.972
-71.009,-43.636
70.606,76.013
-11.134,24.411
-29.81,51.183
2.6499,20.659
-19.638,56.653
-84.807,-77.214
-52.017,95.713
-75.336,69.719
-52.009,-6.7596
-34.869,-16.547
-90.069,26.041
-53.94,80.543
15.977,88.957
-1.8272,20.631
-2.1495,19.976
-32.456,-10.314
-26.151,2.763
-77.759,-18.454
-78.391,56.05
-22.052,-8.0249
-51.662,-9.8234
-19.218,10.228
-80.709,61.081
74.447,88.41
-89.562,91.227
-56.064,15.042
-88.044,-8.0716
-53.044,91.707
-29.368,58.009
-9.6251,64.239
-96.919,-33.314
-91.395,-88.181
-66.202,48.181
1.3589,29.823
-60.015,46.344
-14.561,29.549
-66.262,-9.8153
9.4018,50.339
48.939,88.364
-96.565,-62.209
37.355,65.811
-26.303,7.7493
25.124,30.102
45.326,56.045
-83.775,-81.102
75.515,85.877
-97.128,55.143
-41.139,-2.6417
-64.017,-12.828
-10.643,85.259
-86.364,-38.73
1.7017,16.219
2.1543,27.43
58.966,72.924
-88.809,28.864
-24.278,63.371
5.7845,62.316
6.5651,38.87
-57.519,-29.855
40.504,75.189
-11.092,24.495
-82.92,17.409
-88.532,-58.452
-39.751,25.89
-5.8153,59.236
-53.902,38.238
-30.938,68.862
-61.047,89.363
-54.816,4.0381
-65.858,90.763
-85.281,-54.467
-58.594,-12.86
82.838,84.676
-13.959,56.51
-63.037,-40.893
-69.631,80.976
69.582,95.95
-12.226,56.971
-77.776,-45.834
-54.438,-48.387
18.979,65.912
-47.558,64.436
14.137,20.569
14.366,42.243
-55.651,-42.796
-76.516,39.827
-40.665,59.252
-36.244,-11.682
-15.167,-10.757
-6.8675,1.5717
-82.897,-44.192
-47.504,35.075
60.203,80.733
-94.156,81.705
49.439,85.771
-47.898,46.066
-2.2782,37.928
-73.634,15.705
-61.819,-8.2302
9.3611,17.009
-85.328,4.2272
-53.681,64.465
-2.2205,44.581
24.812,85.172
-1.4723,35.827
-20.897,30.977
-26.513,78.025
7.7051,97.596
-92.452,-43.559
77.034,95.192
-34.751,59.237
-80.258,94.603
-47.626,-26.993
-75.818,35.946
-72.689,83.153
-72.904,44.245
-78.648,-33.576
30.751,79.496
-1.1652,-0.070244
23.058,55.81
16.627,43.007
39.651,80.744
-94.134,78.185
-33.167,5.5765
-93.585,39.749
-60.438,65.428
-93.892,-32.003
48.815,69.342
-50.786,0.0044871
-4.0156,16.298
80.944,87.535
-90.443,21.973
-89.204,23.533
-95.876,71.888
36.296,61.098
15.344,19.726
-77.194,-63.416
-52.014,59.249
23.57,77.302
-94.265,-85.957
-72.799,-66.415
57.778,95.736
-81.52,42.539
36.394,71.671
-85.711,46.748
4.33,30.106
-34.722,63.63
32.355,63.509
-76.487,44.488
-70.437,-70.027
-96.047,31.921
3.719,92.858
94.075,94.595
-75.228,29.798
-6.518,60.066
-9.2405,31.339
-41.963,-13.522
50.907,65.063
-83.306,11.624
-73.366,-14.441
-65.322,-46.561
-21.812,50.747
66.276,79.675
45.689,60.673
-87.906,-18.634
-20.148,87.663
-48.915,5.3752
-16.64,6.6326
31.372,90.951
-49.983,-41.603
-13.67,85.535
-66.566,18.317
-78.757,-59.34
-25.518,27.177
-60.376,59.674
-2.0625,0.34021
-32.101,30.162
59.191,90.326
-53.325,84.066
-89.465,20.168
-77.508,47.572
-46.176,3.1531
-15.433,67.568
9.5742,84.158
-0.35441,88.547
-44.478,-16.451
30.504,96.61
-39.709,83.46
1.9679,40.22
33.268,94.838
-60.544,7.8253
-77.763,39.621
-40.529,33.306
-64.374,-20.716
-74.397,-15.849
-65.776,38.769
-93.48,-81.626
-19.582,12.24
-40.964,76.373
-38.701,33.835
-78.888,-61.913
-26.217,18.766
-43.454,-7.8548
-68.956,96.328
-99.868,-68.719
-43.281,71.105
10.162,28.953
-24.746,74.18
-91.549,-61.815
-14.349,80.944
-73.805,-3.5956
-75.878,66.746
17.901,60.094
-54.762,83.576
-72.539,-23.076
0.94646,16.597
-49.639,-19.008
15.037,23.418
-46.944,21.244
-57.111,64.875
3.9865,96.533
46.05,97.837
16.814,38.975
-78.446,-17.716
-93.045,81.262
-41.434,75.931
60.288,63.552
-47.854,-30.7
-83.337,18.871
-95.497,2.2213
-26.633,-14.948
-37.456,47.896
-67.703,4.948
-64.247,60.904
-15.423,63.382
-81.154,-62.106
-75.261,19.705
-5.8151,64.199
27.58,39.19
27.706,79.191
-93.279,3.075
-86.239,8.9044
-36.08,21.288
6.1729,52.087
30.889,71.069
-23.426,-18.476
-83.07,63.996
43.672,46.775
-33.602,93.73
6.2668,67.95
-34.971,-25.655
-78.874,65.643
-64.696,22.192
-74.096,55.76
-15.309,75.977
-91.184,-81.835
-46.706,37.344
-69.269,46.755
-43.799,-12.566
-24.032,-11.983
5.4285,95.931
-20.201,-8.5151
-11.963,75.074
-68.638,3.6104
-34.793,88.725
78.9,91.539
-51.859,-50.595
-37.864,35.224
-42.187,-18.226
34.362,41.602
-86.401,74.264
-83.369,-49.042
-55.192,-7.6524
-93.922,33.567
50.64,68.878
-31.108,40.009
-57.098,56.104
35.066,35.981
-98.657,11.459
20.434,70.136
-22.646,11.713
80.355,83.198
-99.77,-16.096
-28.374,-7.5102
-15.13,-2.2025
-48.808,-7.8167
54.032,85.834
-35.506,-6.6486
-49.198,56.948
-13.756,-5.7286
-92.847,40.506
-64.825,-19.534
-63.632,44.352
-5.3028,71.25
-69.456,16.84
-31.775,-25.284
-55.661,21.478
-61.651,-56.201
4.4465,47.685
-51.43,-13.315
48.261,83.485
-85.91,-46.188
53.1,69.467
-62.268,35.976
-72.67,-42.5
-81.777,71.68
21.468,36.673
8.609,9.3186
-98.869,28.889
29.524,54.297
35.803,52.958
-15.786,27.157
-88.637,89.035
-58.213,17.149
-65.169,41.856
-52.754,45.722
-76.121,6.8582
-9.9725,83.411
-86.24,54.057
-63.294,-29.956
32.402,47.415
-16.768,39.343
55.399,68.386
-48.712,-14.901
22.247,22.692
8.1479,34.159
4.7184,73.988
-47.044,-40.237
-36.385,40.794
-76.157,-23.678
13.537,87.966
29.11,77.572
-4.1074,68.59
27.863,79.76
8.9432,87.801
29.462,63.087
-99.728,8.7772
-99.382,44.209
-82.506,4.4991
-47.855,98.741
-95.44,-56.265
-78.84,-15.183
-78.061,-31.787
-87.282,8.2708
-19.084,85.234
-40.3,-10.325
-32.383,-26.837
52.701,71.896
-31.904,25.579
-72.376,54.396
71.331,94.548
-61.594,-23.137
-72.225,39.138
25.581,39.253
-81.236,-9.9224
-5.2764,5.0809
6.0688,89.941
-83.3,72.228
-44.034,-3.0293
-21.309,-10.599
17.514,34.286
48.252,75.527
-6.1799,4.0105
-30.457,-12.516
-70.001,49.237
-6.4179,17.218
-47.571,72.165
-91.109,-6.6976
-0.3791,50.987
-51.443,-2.5139
-82.89,37.559
-86.523,-28.154
47.268,77.678
-53.366,-21.059
36.683,72.319
40.809,42.347
-11.539,74.563
-96.084,87.6
-72.062,-33.828
-21.22,-15.138
-45.946,96.113
-60.589,28.959
64.344,79.282
-14.016,-3.5539
-97.181,77.554
-21.763,24.576
-53.781,53.823
-20.642,5.4868
44.998,61.703
-56.796,-13.313
-51.165,58.081
-14.208,89.861
-97.965,-34.487
21.764,34.253
-12.271,91.595
-80.911,66.7
-92.882,53.771
-66.549,77.247
-50.612,72.396
-98.217,97.974
2.8847,62.984
-71.9,76.856
17.605,75.973
-60.027,-29.488
-18.609,18.684
17.036,49.741
33.536,65.117
29.605,57.993
-36.295,-13.326
-72.048,6.8128
-82.01,50.386
-72.741,30.092
35.73,71.475
-83.126,-0.9646
-62.058,94.418
-93.708,-0.99884
-70.478,67.081
-89.005,67.143
-90.028,70.143
9.1772,12.112
85.922,88.634
-35.705,39.333
16.558,61.293
20.28,63.079
57.924,75.803
59.837,97.782
-99.896,-90.087
-43.36,73.088
22.513,30.691
-2.0689,97.99
5.536,94.57
-4.0953,49.698
-54.431,-40.207
77.313,80.17
-10.64,14.932
63.197,69.036
-80.333,47.728
-94.474,-50.653
-83.303,79.987
4.8212,25.192
-75.96,32.189
-64.441,45.95
41.222,78.15
66.272,96.461
-93.033,53.806
16.289,51.568
85.663,91.422
-31.426,16.018
-96.603,27.649
-75.828,-31.399
-56.706,72.542
-3.1407,57.24
44.618,68.971
-58.119,-44.232
-95.195,22.943
-27.518,-1.7708
-90.093,-44.347
-32.049,-2.086
-61.498,-42.53
-75.383,-65.819
-58.901,-20.147
-70.697,39.53
-91.47,33.265
-11.387,27.04
-43.627,-13.341
-64.952,7.7193
-61.36,39.033
-0.1768,23.284
-46.198,7.1602
-10.963,11.936
-75.214,88.957
-1.9285,42.894
35.844,70.6
74.785,91.876
-45.941,55.067
-58.308,21.545
12.996,89.6
-88.072,28.062
-46.258,-16.594
-58.805,97.336
54.441,89.587
-78.858,36.18
-71.592,-16.613
-66.708,-23.97
-57.346,24.192
-23.412,14.742
-94.066,-89.584
-5.5358,86.24
-33.325,45.732
47.568,95.169
-87.319,11.089
69.261,72.088
-18.387,86.881
-7.5964,96.88
65.261,71.788
57.112,98.241
2.6755,4.7895
-64.48,85.087
-20.282,47.804
-73.214,13.486
-93.822,93.756
64.9,87.828
-39.739,91.922
-40.893,29.269
-33.413,-24.085
-6.5864,-4.6851
29.64,82.378
-97.029,-94.954
-68.661,68.441
-5.6864,11.807
-88.062,-30.424
-10.795,31.606
-89.152,77.927
-78.073,-64.578
-12.445,32.562
-43.954,-33.834
79.697,97.049
-76.369,21.752
-49.25,97.684
-73.477,7.9964
9.001,41.383
65.561,99.898
-42.43,67.401
-17.095,66.67
-59.257,-7.032
8.8835,52.791
63.641,74.989
-79.956,-75.8
-64.377,71.27
-28.073,79.955
-88.659,-56.427
-84.604,4.3771
-32.83,-5.157
-64.866,67.005
-58.211,-6.1213
-74.912,-6.3064
-73.543,82.426
-79.198,74.095
20.59,49.109
12.372,72.961
-88.378,-63.161
